village,adjmatrix_key,pid,hhid,resp_id,resp_gend,resp_status,age,religion,caste,subcaste,mothertongue,speakother,kannada,tamil,telugu,hindi,urdu,english,otherlang,educ,villagenative,native_name,native_type,native_taluk,native_district,res_time_yrs,res_time_mths,movereason,movecontact,movecontact_res,movecontact_hhid,movecontact_pid,movecontact_name,workflag,work_freq,work_freq_type,occupation,privategovt,work_outside,work_outside_freq,shgparticipate,shg_no,savings,savings_no,electioncard,rationcard,rationcard_colour
46,108,4602302,46023,2,2,Spouse of Head of Household,27,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,DHARMAPURI,14.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
46,113,4602307,46023,7,2,Other,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
46,114,4602401,46024,1,1,Head of Household,65,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,Yes,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,GREEN
46,115,4602402,46024,2,2,Spouse of Head of Household,60,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,HOSUR,42.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
46,116,4602403,46024,3,1,Other,40,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,Yes,No,,1ST STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,GREEN
46,117,4602404,46024,4,2,Other,35,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,10.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
46,128,4602701,46027,1,1,Head of Household,48,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,Yes,No,,NONE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,WOOD CUTTING,OWNER,No,,No,,Yes,1.0,Yes,Yes,YELLOW
46,129,4602702,46027,2,2,Spouse of Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KRISHNAGIRI,21.0,0.0,MARRIAGE,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
46,136,4602801,46028,1,1,Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,WOOD CUTTING WORK,CONTRACTOR,Yes,0.0,No,,No,,Yes,Yes,AKSHAYA
46,137,4602802,46028,2,2,Spouse of Head of Household,38,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,20.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,WOOD CUTTING WORK,CONTRACTOR,Yes,0.0,No,,No,,Yes,Yes,AKSHAYA
46,138,4602803,46028,3,2,Other,18,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,WOOD CUTTING WORK,CONTRACTOR,Yes,0.0,No,,No,,No,Yes,AKSHAYA
46,140,4602902,46029,2,2,Spouse of Head of Household,39,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,Yes,1.0,No,,Yes,Yes,GREEN
46,141,4602903,46029,3,2,Other,19,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,OTHER DIPLOMA,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,No,Yes,GREEN
46,152,4603201,46032,1,1,Head of Household,54,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,Yes,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE WAGE,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,GREEN
46,153,4603202,46032,2,2,Spouse of Head of Household,40,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,19.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
46,163,4603501,46035,1,1,Head of Household,60,ISLAM,OBC,SHEIK,URDU,Yes,Yes,No,No,Yes,No,No,,6TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,SHIVMOGA,10.0,,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,WOOD CUTTING,OWNER,Yes,0.0,No,,No,,Yes,Yes,YELLOW
46,164,4603502,46035,2,2,Spouse of Head of Household,45,ISLAM,OBC,SHEIK,URDU,Yes,Yes,Yes,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,SHIMOGA,10.0,,WORK,Yes,No,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
46,170,4603601,46036,1,1,Head of Household,34,ISLAM,OBC,SHEIK,URDU,Yes,Yes,Yes,Yes,Yes,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,-999,10.0,,WORK,Yes,Yes,46035.0,1.0,data has been removed for publication,Yes,6.0,DAYS PER WEEK,TEMPO DRIVER,OWNER,Yes,0.0,No,,Yes,1.0,No,Yes,YELLOW
46,171,4603602,46036,2,2,Spouse of Head of Household,29,ISLAM,OBC,SHEIK,URDU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,TOWN,data has been removed for publication,SHIVMOGA,10.0,0.0,WORK,Yes,No,,,,Yes,6.0,DAYS PER WEEK,WOOD CUTTING,CONTRACTOR,Yes,0.0,No,,No,,Yes,Yes,YELLOW
46,176,4603801,46038,1,2,Head of Household,26,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,GARMENT FACTORY WORKER,FACTORY OWNER,Yes,0.0,No,,Yes,1.0,Yes,Yes,YELLOW
46,183,4604001,46040,1,1,Head of Household,32,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,Yes,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,WOOD CUTTING,OWNER,Yes,8.0,No,,No,,Yes,Yes,GREEN
46,184,4604002,46040,2,2,Spouse of Head of Household,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,GREEN
46,190,4604201,46042,1,1,Head of Household,35,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,Yes,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,PETTY SHOP OWNER,PRIVATE BUSINESS,No,,No,,No,,Yes,Yes,YELLOW
46,191,4604202,46042,2,2,Spouse of Head of Household,29,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,Yes,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,DHARMAPURI,11.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,3.0,Yes,Yes,YELLOW
46,200,4604401,46044,1,1,Head of Household,60,ISLAM,OBC,MUGAL,URDU,Yes,Yes,No,Yes,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,SCRAP BUSINESS,PRIVATE BUSINESS,Yes,0.0,No,,Yes,1.0,Yes,Yes,BLUE
46,201,4604402,46044,2,2,Spouse of Head of Household,45,ISLAM,OBC,MUGAL,URDU,Yes,Yes,No,Yes,No,No,No,,NONE,No,data has been removed for publication,TOWN,data has been removed for publication,SRINIVASPURA,21.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
46,211,4604601,46046,1,2,Head of Household,80,ISLAM,OBC,MUGAL,URDU,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,65.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
46,212,4604602,46046,2,2,Other,50,ISLAM,OBC,MUGAL,URDU,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,No,
46,213,4604701,46047,1,1,Head of Household,68,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,RED
46,214,4604702,46047,2,2,Spouse of Head of Household,53,HINDUISM,OBC,REDDY,TELUGU,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,35.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,RED
46,215,4604703,46047,3,1,Other,33,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,Yes,No,Yes,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,1.0,Yes,Yes,RED
46,216,4604704,46047,4,2,Other,25,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,1ST P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,TAMILNADU,6.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
46,219,4604707,46047,7,2,Other,35,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,Yes,No,
46,249,4605501,46055,1,1,Head of Household,30,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,LORRY DRIVER,OWNER,Yes,0.0,No,,No,,Yes,Yes,YELLOW
46,250,4605502,46055,2,2,Spouse of Head of Household,21,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
46,252,4605504,46055,4,2,Other,50,HINDUISM,OBC,REDDY,KANNADA,Yes,No,No,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,35.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
46,256,4605701,46057,1,1,Head of Household,65,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,ANIMAL HUSBANDRY,OWN,No,,No,,No,,Yes,No,
46,257,4605702,46057,2,2,Spouse of Head of Household,60,ISLAM,OBC,PATHAN,URDU,Yes,No,No,Yes,No,No,No,,2ND STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,No,
46,262,4605707,46057,7,2,Other,20,ISLAM,OBC,KHAN,URDU,Yes,Yes,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,No,Yes,YELLOW
46,269,4605902,46059,2,2,Spouse of Head of Household,38,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,UNCOMPLETED DEGREE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KRISHNAGIRI,10.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,RED
46,296,4606501,46065,1,1,Head of Household,37,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,8.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,No,,Yes,Yes,RED
46,297,4606502,46065,2,2,Spouse of Head of Household,28,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,DHARMAPURA,12.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
46,303,4606701,46067,1,1,Head of Household,50,ISLAM,OBC,KHAN,URDU,Yes,Yes,No,No,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,DRIVER,OWNER,Yes,3.0,No,,No,,Yes,Yes,YELLOW
46,304,4606702,46067,2,2,Spouse of Head of Household,45,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,15.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
46,310,4606802,46068,2,2,Spouse of Head of Household,45,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,RED
46,326,4607102,46071,2,2,Spouse of Head of Household,25,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,Yes,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,YELLOW
46,331,4607201,46072,1,1,Head of Household,32,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,Yes,No,No,Yes,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,ANIMAL HUSBANDRY,PRIVATE BUSINESS,No,,No,,No,,Yes,Yes,RED
46,332,4607202,46072,2,2,Spouse of Head of Household,28,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,TAMILNADU,13.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
46,335,4607301,46073,1,2,Head of Household,70,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,38.0,,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,No,
46,336,4607302,46073,2,2,Other,45,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,ANIMAL HUSBANDRY,OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
46,337,4607401,46074,1,1,Head of Household,60,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,Yes,No,,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,43.0,0.0,WORK,Yes,No,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE & ANIMAL HUSBANDRY,OWN,Yes,0.0,No,,Yes,2.0,Yes,Yes,BLUE
46,338,4607402,46074,2,2,Spouse of Head of Household,51,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,38.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,ANIMAL HUSBANDARY,OWN,No,,No,,No,,Yes,Yes,BLUE
46,353,4607701,46077,1,1,Head of Household,58,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,2.0,0.0,,Yes,Yes,46077.0,2.0,data has been removed for publication,No,,,,,,,No,,No,,No,No,
46,354,4607702,46077,2,1,Other,28,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,Yes,Yes,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,LORRY OWNER,OWN,Yes,0.0,No,,Yes,1.0,Yes,Yes,GREEN
46,355,4607703,46077,3,2,Other,35,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,15.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,TAILOR,PRIVATE BUSINESS,No,,No,,No,,Yes,Yes,YELLOW
46,375,4608201,46082,1,1,Head of Household,38,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,Yes,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,ANIMAL HUSBANDARY,OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
46,376,4608202,46082,2,2,Spouse of Head of Household,29,ISLAM,OBC,PATHAN,URDU,Yes,No,No,Yes,Yes,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,11.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
46,386,4608601,46086,1,2,Head of Household,45,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,Yes,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,MUTTON SELLING,PRIVATE BUSINESS,Yes,0.0,Yes,1.0,Yes,1.0,No,Yes,YELLOW
46,389,4608604,46086,4,1,Other,25,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,Yes,No,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,LORRY DRIVER,OWNER,Yes,25.0,No,,No,,Yes,Yes,WHITE
46,390,4608605,46086,5,2,Other,18,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,No,Yes,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,3.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,No,
46,392,4608701,46087,1,1,Head of Household,50,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,KSRTC DRIVER,GOVERNMENT,Yes,5.0,No,,Yes,2.0,Yes,Yes,APL
46,393,4608702,46087,2,2,Spouse of Head of Household,45,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,APL
46,396,4608705,46087,5,1,Other,40,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,LORRY DRIVER,OWNER,Yes,0.0,No,,No,,Yes,Yes,APL
46,397,4608706,46087,6,2,Other,35,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,13.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,APL
46,405,4608901,46089,1,1,Head of Household,70,ISLAM,OBC,PATHAN,URDU,Yes,Yes,Yes,Yes,No,No,No,,3RD STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
46,406,4608902,46089,2,2,Spouse of Head of Household,60,ISLAM,OBC,PATHAN,URDU,Yes,No,No,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,KOLAR,45.0,,WORK,Yes,Yes,46140.0,2.0,data has been removed for publication,No,,,,,,,No,,No,,Yes,Yes,GREEN
46,407,4608903,46089,3,1,Other,22,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,CASUAL LABOUR,OWNER,No,,No,,No,,Yes,Yes,BLUE
46,408,4608904,46089,4,2,Other,20,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,No,No,No,No,,6TH STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,BANGALORE,3.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Missing,Yes,BLUE
46,411,4609101,46091,1,1,Head of Household,45,ISLAM,OBC,PATHAN,URDU,Yes,Yes,Yes,Yes,Yes,No,No,,NONE,No,data has been removed for publication,CITY,,PONDICHARI,20.0,0.0,WORK,Yes,Yes,46098.0,1.0,data has been removed for publication,Yes,5.0,DAYS PER WEEK,IN SWEET SHOP,OWNER,No,,No,,Yes,1.0,Yes,Yes,YELLOW
46,412,4609102,46091,2,2,Spouse of Head of Household,35,ISLAM,OBC,PATHAN,URDU,Yes,No,No,Yes,No,No,No,,2ND STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
46,415,4609201,46092,1,1,Head of Household,40,ISLAM,OBC,PATHAN,URDU,Yes,Yes,Yes,Yes,No,No,No,,2ND STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,BRICKS WORK,OWNER,Yes,0.0,No,,No,,Yes,Yes,GREEN
46,416,4609202,46092,2,2,Spouse of Head of Household,35,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,No,No,No,No,,2ND STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,TUMKUR,11.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,TO COOK HELPER IN URDU SCHOOL,GOVERNMENT,No,,No,,No,,Yes,Yes,GREEN
46,420,4609301,46093,1,1,Head of Household,55,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,1.0,DAYS PER WEEK,TAILORING,PRIVATE BUSINESS,No,,No,,No,,Yes,Yes,YELLOW
46,421,4609302,46093,2,2,Spouse of Head of Household,50,ISLAM,OBC,PATHAN,URDU,Yes,No,No,Yes,Yes,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
46,425,4609401,46094,1,1,Head of Household,44,ISLAM,OBC,MOGALL,URDU,Yes,Yes,Yes,Yes,Yes,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,DRIVER IN KSRTC BUS,GOVERNMENT,Yes,0.0,No,,Yes,2.0,Yes,Yes,RED
46,426,4609402,46094,2,2,Spouse of Head of Household,35,ISLAM,OBC,BAIG,URDU,No,No,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,KOLAR,17.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,BLUE
46,446,4609701,46097,1,1,Head of Household,32,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,Yes,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,LABOUR IN LORRY,OWNER,Yes,0.0,No,,Yes,1.0,Yes,Yes,YELLOW
46,447,4609702,46097,2,2,Spouse of Head of Household,27,ISLAM,OBC,PATHAN,URDU,Yes,Yes,No,Yes,No,No,No,,3RD STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,KOLAR,11.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
46,450,4609801,46098,1,1,Head of Household,60,ISLAM,OBC,MOGALL,URDU,Yes,Yes,Yes,Yes,Yes,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,YELLOW
46,451,4609802,46098,2,2,Spouse of Head of Household,50,ISLAM,OBC,MOHALLA,URDU,Yes,Yes,No,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,KOLAR,35.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,ARRAING
46,452,4609803,46098,3,1,Other,32,ISLAM,OBC,MOHALLA,URDU,Yes,Yes,No,Yes,Yes,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,REAL ESTATE,PRIVATE BUSINESS,Yes,0.0,No,,No,,Yes,Yes,ORANGE
46,453,4609804,46098,4,2,Other,25,ISLAM,OBC,MOHALLA,URDU,Yes,Yes,No,No,Yes,No,No,,7TH STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,KOLAR,6.0,,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,No,Yes,ORANGE
46,456,4609807,46098,7,1,Other,28,ISLAM,OBC,MOHALLA,URDU,Yes,Yes,Yes,Yes,Yes,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,SCROP SHOP,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,ORANGE
46,457,4609808,46098,8,2,Other,20,ISLAM,OBC,MOHALLA,URDU,Yes,Yes,No,No,Yes,No,Yes,,S.S.L.C.,No,data has been removed for publication,CITY,,BANGALORE URBAN,3.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,No,Yes,ORANGE
46,472,4610101,46101,1,1,Head of Household,30,ISLAM,OBC,PATHAN,URDU,Yes,Yes,Yes,Yes,Yes,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,LORRY DRIVER,LORRY OWNER,Yes,0.0,No,,No,,Yes,Yes,YELLOW
46,473,4610102,46101,2,2,Spouse of Head of Household,23,ISLAM,OBC,PATHAN,URDU,No,No,No,No,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
